0.83415,-1.147,-0.15603,-0.55023,-0.71759,0.83986,0.3289,0.56857,0.32971,3.4745,0.0025332
0.68514,0.29538,-0.81578,0.52383,0.0094823,0.18733,-0.51481,2.6682,0.7705,-0.71864,0.0052737
0.56217,-0.65852,-0.48529,0.6197,-0.70874,0.69807,-0.26139,-0.1175,0.75333,-0.16836,-5.55e-10
1.0373,-0.54058,-0.44879,0.74783,0.017815,2.7038,0.043585,0.56597,1.1092,0.55464,4.0643e-12
1.0409,0.51429,-1.1882,0.25106,-0.11719,0.50686,-0.21945,-0.93304,-1.2646,-1.6525,0.0083756
1.3837,1.143,0.10591,-1.6864,-0.70628,0.77105,1.0498,1.3651,1.2508,0.47861,0.0022843
-0.1818,-1.5704,-0.077986,0.65934,2.6717,-1.0588,0.60167,0.47293,-0.51084,-1.426,0.0040004
-0.044178,0.028918,-0.10063,-1.0109,0.083815,-2.1481,-0.45013,0.58478,0.11979,-0.99686,0.011287
-0.62345,0.32151,0.049302,-0.76384,0.44008,0.098314,-0.034244,0.28483,-0.026798,0.23106,8.3286e-10
0.69631,1.4465,-1.4529,1.6279,-1.872,0.75868,2.9314,-1.9894,-0.94049,0.28773,0.00042512
-0.79496,1.0324,0.85506,-1.08,0.96693,-0.54493,0.19985,0.34821,-0.9464,-0.14716,0.016529
0.43779,1.0797,-0.47844,0.92452,-0.30914,-0.70337,-0.93487,-0.5709,-1.2839,0.081954,8.212e-11
-3.708,-0.23563,0.91547,-2.2976,-1.117,-1.1364,3.104,0.069995,-0.52789,0.82626,-1.2708e-12
-0.23927,-1.3204,0.56862,0.36462,-2.2891,-0.87515,1.5299,0.82287,-0.84928,0.3607,0.0042303
0.24298,-0.34917,1.0917,0.17333,0.01309,-0.48441,-1.5382,0.14751,-0.60782,-0.15863,0.0077182
0.020832,0.46052,1.3569,-2.0536,2.522,-1.1965,0.49073,-1.8121,1.101,-1.2689,0.0018194
0.25285,2.7191,-0.88102,-0.78108,0.55936,0.9582,-0.61224,0.70282,0.14616,-0.31929,-1.8375e-11
0.86057,0.12118,-1.8752,0.0019702,0.41882,1.6681,0.17401,1.4189,1.958,0.92098,0.0033217
0.42319,1.7379,0.46403,-0.8944,0.45665,-0.42434,-0.14777,0.59886,1.6607,0.90923,0.0096858
0.28651,1.4175,1.4727,-0.56761,-0.78004,0.50078,-0.25058,-0.58341,0.62945,-1.2402,0.011038
-0.020909,0.15701,1.3187,-0.48244,0.83686,-0.315,1.5041,0.28583,0.35144,-0.74421,2.773e-10
-0.8984,-0.22839,2.0905,-2.1451,-1.7117,0.98774,0.30358,-1.2546,-0.89164,-0.48637,0.0020205
0.38115,0.79155,-0.79508,0.8907,-1.0241,0.41523,1.6039,-1.0886,-0.51453,0.15745,0.0057343
1.4357,0.26085,-1.9069,-0.55936,0.75586,0.92742,1.1539,0.29184,0.63326,0.045764,2.7259e-11
2.1373,-0.59949,0.11085,-0.01669,-1.276,0.99261,2.435,-0.78132,-0.77263,0.11772,2.0245e-11
0.46523,0.87882,1.6761,-2.7348,1.4906,0.20859,-2.4248,2.3299,0.12224,0.26603,3.6883e-12
0.80987,0.34476,-0.97697,-0.88816,0.29899,-0.32769,0.47467,1.1144,0.28461,1.0339,3.7932e-10
-0.79012,0.42794,0.63781,0.40712,-0.49997,0.78634,-0.0683,0.4479,-1.3427,-0.53911,5.5219e-08
-1.5745,-2.1648,-0.32583,-1.0066,-1.8992,-2.1856,-3.1603,1.9977,-3.753,-0.20609,0.00036886
-0.53206,-1.045,-2.8239,-1.4351,-2.8986,-2.6406,-1.4691,2.3754,0.20129,0.37919,2.0429e-11
0.32543,-2.8795,-0.30198,-1.3643,-0.4055,0.69245,0.063055,-1.5978,2.5656,-1.8121,0.00070948
-0.11168,-0.028859,0.059789,-0.036837,-0.085506,-0.027179,-0.030575,0.069213,-0.053522,0.022668,-1.9697e-07
0.26733,-0.37807,1.0567,-1.0248,1.3141,2.1593,-0.38702,1.2703,-1.8777,-2.1104,0.0016547
-2.1015,1.2077,0.61446,-0.80278,0.23139,0.38677,-0.75288,0.78681,3.6053,-1.7225,0.00091447
